證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,漲跌幅
3030,德律,2010714,1781,314125307,160.5,161.0,154.0,156.5,-3.5,156.00,20,156.50,2,25.57,-0.02
3031,佰鴻,259616,211,4953196,19.0,19.3,18.9,19.05,-0.15,19.00,6,19.05,1,15.88,-0.01
3032,偉訓,2233876,1835,157386591,70.4,71.5,69.5,70.4,-0.2,70.30,1,70.40,7,11.5,-0.0
3033,威健,1420206,955,47218371,33.1,33.4,32.8,33.3,0.2,33.25,7,33.30,92,14.87,0.01
3034,聯詠,2118257,4575,1154169983,547.0,549.0,540.0,545.0,-7.0,545.00,18,546.00,23,15.09,-0.01
3035,智原,3977966,15398,1174428290,298.0,300.0,291.5,292.5,-9.0,292.50,17,293.00,61,62.77,-0.03
3036,文曄,2155156,2003,238572879,112.0,112.0,109.5,110.0,-1.0,110.00,91,110.50,22,22.68,-0.01
3036A,文曄甲特,773388,188,36702157,47.45,47.5,47.4,47.5,0.05,47.50,28,47.60,19,0.0,0.0
3037,欣興,19536509,13848,3019047820,157.0,158.0,152.0,153.0,-5.0,153.00,261,153.50,67,24.48,-0.03
3038,全台,234292,343,6273298,27.15,27.15,26.6,26.85,-0.15,26.85,1,26.90,5,9.87,-0.01
3040,遠見,113497,109,3976233,35.0,35.5,34.55,35.5,0.2,34.80,1,35.55,1,34.8,0.01
3041,揚智,464550,351,9178036,19.8,19.95,19.5,19.95,0.15,19.90,5,20.00,22,0.0,0.01
3042,晶技,799973,675,88302205,111.0,111.5,109.5,110.0,-1.5,110.00,4,110.50,25,16.54,-0.01
3043,科風,121582,138,3789005,31.6,31.6,30.8,30.95,0.1,30.90,6,31.00,4,0.0,0.0
3044,健鼎,2048125,1820,404847612,197.0,199.5,195.5,196.0,-1.0,196.00,23,196.50,20,13.24,-0.01
3045,台灣大,5826833,2788,637463692,109.0,110.0,108.5,110.0,1.5,109.50,58,110.00,908,26.13,0.01
3046,建碁,420349,376,26921381,64.2,64.6,63.1,64.3,0.6,64.30,2,64.40,6,18.32,0.01
3047,訊舟,152848004,67816,7129589728,44.25,48.5,43.5,44.65,0.55,44.65,23,44.70,16,0.0,0.01
3048,益登,4401789,3610,204352744,46.3,47.35,45.55,46.15,-0.6,46.15,10,46.20,5,107.33,-0.01
3049,精金,1749602,850,16006840,9.14,9.27,9.04,9.13,0.02,9.13,3,9.14,24,0.0,0.0
3050,鈺德,12454277,6340,289484999,22.5,24.4,22.0,23.05,0.5,23.00,91,23.05,113,37.18,0.02
3051,力特,532638,403,14869483,28.1,28.2,27.65,27.8,-0.2,27.80,15,27.95,1,15.19,-0.01
3052,夆典,1642811,485,22119409,13.55,13.55,13.35,13.35,-0.15,13.35,56,13.40,18,13.62,-0.01
3054,立萬利,104077,83,2177633,20.6,21.25,20.6,20.7,0.3,20.70,3,20.75,6,0.0,0.01
3055,蔚華科,517230,478,37551491,73.9,74.0,72.0,72.6,-0.8,72.60,1,72.70,1,0.0,-0.01
3056,富華新,2689099,1704,99667526,37.15,37.75,36.3,37.35,0.2,37.35,2,37.40,31,373.5,0.01
3057,喬鼎,161530,150,2085633,12.7,13.2,12.65,13.0,0.3,13.00,5,13.05,1,0.0,0.02
3058,立德,695586,463,11588594,16.55,16.8,16.35,16.75,0.2,16.70,2,16.75,11,0.0,0.01
3059,華晶科,3561664,2113,133620958,37.4,37.85,37.0,37.7,0.25,37.65,21,37.70,10,30.16,0.01
3060,銘異,1112368,638,30986850,27.95,28.35,27.5,27.75,-0.25,27.75,8,27.80,2,0.0,-0.01
3062,建漢,18132024,9437,605249722,33.3,33.95,32.6,33.3,0.0,33.25,18,33.30,7,0.0,0.0
3090,日電貿,229248,440,14283845,62.7,62.7,62.0,62.3,-0.2,62.30,1,62.40,10,15.58,-0.0
3092,鴻碩,167323,144,4539105,27.6,27.6,27.0,27.25,-0.4,27.05,4,27.25,4,0.0,-0.01
3094,聯傑,200250,240,6209444,31.15,31.4,30.8,30.95,-0.3,30.90,4,30.95,6,123.8,-0.01
3130,一零四,15770,65,3655865,231.5,232.5,231.0,232.5,1.0,231.00,1,233.00,1,16.49,0.0
3138,耀登,155158,200,18658023,118.5,122.0,118.5,120.0,1.5,119.50,2,120.00,3,35.09,0.01
3149,正達,837001,661,18950471,22.5,23.4,22.05,22.8,0.35,22.75,4,22.80,1,0.0,0.02
3150,鈺寶-創,24086,16,934262,39.0,39.0,38.35,38.95,-0.5,38.50,2,38.95,1,0.0,-0.01
3164,景岳,33123,80,754415,22.65,22.95,22.65,22.95,0.25,22.75,2,22.95,4,27.99,0.01
3167,大量,27425067,16571,2638561697,97.5,99.5,93.5,93.5,-3.0,93.50,50,93.60,236,194.79,-0.03
3168,眾福科,73499,79,4339497,59.0,59.9,58.1,59.9,0.2,59.50,3,59.90,5,19.45,0.0
3189,景碩,4746229,3763,492914854,105.0,106.5,102.0,103.0,-2.5,103.00,38,103.50,93,355.17,-0.02
3209,全科,267605,329,9274023,34.65,34.85,34.5,34.7,0.05,34.60,2,34.70,9,12.01,0.0
3229,晟鈦,129573,101,3383098,26.65,26.7,25.5,26.15,-0.5,26.00,2,26.15,20,186.79,-0.02
3231,緯創,21798452,11350,2210053557,100.0,102.5,99.7,101.5,0.5,101.50,214,102.00,825,18.26,0.0
3257,虹冠電,61196,278,3151136,51.6,51.7,51.3,51.7,0.1,51.40,3,51.80,2,15.62,0.0
3266,昇陽,298496,220,7020303,23.6,23.8,23.3,23.55,-0.25,23.45,10,23.60,1,10.56,-0.01
3296,勝德,678641,505,16673785,24.1,25.1,24.05,24.4,0.35,24.35,4,24.40,1,813.33,0.01
3305,昇貿,493107,609,32238310,66.0,66.3,64.9,65.2,-0.6,65.20,5,65.30,4,27.28,-0.01
3308,聯德,56254,232,1384637,24.9,24.9,24.35,24.7,0.1,24.55,1,24.80,2,0.0,0.0
3311,閎暉,155327,197,5744358,35.9,37.6,35.8,37.5,1.6,37.30,1,37.50,1,22.59,0.04
3312,弘憶股,28005796,19618,2555812383,89.9,93.0,89.5,90.5,2.2,90.50,167,90.60,15,33.03,0.02
3321,同泰,268357,171,5475570,20.5,20.95,20.1,20.35,-0.25,20.20,6,20.40,11,0.0,-0.01
3338,泰碩,830633,982,64455564,78.4,78.6,76.8,77.3,-1.1,77.30,6,77.40,7,23.01,-0.01
3346,麗清,345727,305,13469106,39.0,39.4,38.7,39.15,-0.05,39.00,1,39.15,3,13.64,-0.0
3356,奇偶,956889,1310,65227636,68.1,68.9,67.2,67.7,-0.1,67.70,26,68.00,10,11.25,-0.0
3376,新日興,9815983,9631,2154099425,227.0,227.0,214.0,215.0,-12.5,215.00,3,215.50,2,33.39,-0.05
3380,明泰,1482815,1119,49554984,33.35,33.9,32.9,33.35,0.3,33.30,3,33.35,8,38.78,0.01
3406,玉晶光,1169648,2014,623414986,526.0,541.0,525.0,530.0,-1.0,529.00,27,530.00,1,12.42,-0.0
3413,京鼎,697870,853,234313389,338.0,338.5,331.5,336.0,-2.5,336.00,281,336.50,4,15.54,-0.01
3416,融程電,102262,129,14196609,138.0,139.5,137.5,139.5,1.0,139.00,3,139.50,5,21.56,0.01
3419,譁裕,667763,246,11549107,17.2,17.5,17.05,17.4,0.1,17.35,7,17.40,8,0.0,0.01
3432,台端,77289,70,1961265,25.0,25.8,25.0,25.7,0.7,25.25,4,25.75,2,0.0,0.03
3437,榮創,373144,339,8828009,23.9,24.15,23.05,23.65,-0.1,23.50,2,23.65,3,0.0,-0.0
3443,創意,1897000,3258,2214815529,1180.0,1190.0,1150.0,1165.0,-15.0,"1,165.00",3,"1,170.00",4,47.24,-0.01
3447,展達,385408,398,15060309,38.35,39.75,38.15,39.2,0.45,39.20,7,39.30,2,0.0,0.01
3450,聯鈞,17873217,11781,2500708855,138.5,142.5,135.0,139.5,1.0,139.50,4,140.00,93,225.0,0.01
3454,晶睿,114592,149,13016263,114.5,114.5,112.5,114.5,1.5,114.00,1,114.50,3,38.42,0.01
3494,誠研,121534,47,847529,7.0,7.08,6.94,6.96,0.0,6.94,2,6.99,8,0.0,0.0
3501,維熹,176187,281,12743273,73.0,73.0,72.0,72.1,-0.3,72.00,11,72.30,1,13.28,-0.0
3504,揚明光,140228,176,7920754,56.8,57.0,55.9,56.3,-0.5,56.20,3,56.30,1,0.0,-0.01
3515,華擎,177722,236,34821574,194.5,197.0,194.0,196.0,2.0,196.00,5,197.00,11,19.74,0.01
3518,柏騰,14167623,9284,574316257,39.0,41.5,37.8,40.5,1.65,40.50,21,40.60,9,0.0,0.04
3528,安馳,424175,425,23567277,55.4,56.5,54.8,55.5,-0.4,55.50,1,55.70,11,18.69,-0.01
3530,晶相光,306060,410,28511036,93.0,94.8,91.8,93.0,1.5,93.00,16,93.20,2,0.0,0.02
3532,台勝科,369480,449,52311219,142.0,142.5,140.5,141.5,-2.0,141.50,2,142.00,4,23.7,-0.01
3533,嘉澤,641003,1025,978657670,1555.0,1560.0,1495.0,1510.0,-30.0,"1,510.00",2,"1,515.00",5,22.64,-0.02
3535,晶彩科,58620799,37100,4711944607,82.0,84.0,77.4,78.4,-2.0,78.30,121,78.40,90,60.78,-0.02
3543,州巧,38039,38,798756,21.2,21.25,20.9,21.05,0.1,21.00,1,21.05,1,46.78,0.0
3545,敦泰,779424,848,63987705,81.8,82.9,81.2,82.1,-0.2,82.00,15,82.10,3,41.89,-0.0
3550,聯穎,360071,101,5471176,15.25,15.3,15.1,15.2,-0.05,15.15,11,15.25,13,0.0,-0.0
3557,嘉威,184796,200,13540027,73.2,73.8,72.2,73.2,0.7,73.00,3,73.30,4,10.76,0.01
3563,牧德,444651,575,157050156,350.0,362.0,344.0,350.0,1.5,349.50,10,350.50,5,92.84,0.0
3576,聯合再生,5158663,1808,59062510,11.45,11.6,11.25,11.45,0.05,11.40,145,11.45,25,0.0,0.0
3583,辛耘,4254561,7234,1943476212,464.5,465.5,450.0,455.0,-12.5,454.50,10,455.00,6,46.48,-0.03
3588,通嘉,212463,203,15458403,72.1,73.5,71.4,72.9,0.4,72.50,2,72.90,2,37.77,0.01
3591,艾笛森,358567,303,8948083,24.95,25.15,24.75,25.0,0.0,24.95,1,25.00,1,37.88,0.0
3592,瑞鼎,271379,564,96287998,357.5,358.0,351.5,353.0,-4.5,353.00,1,354.00,2,13.4,-0.01
3593,力銘,540429,391,8980213,17.1,17.4,16.35,16.4,-0.75,16.40,48,16.75,1,0.0,-0.04
3596,智易,586182,673,86823991,147.0,149.5,146.5,147.5,1.0,147.00,12,147.50,6,12.7,0.01
3605,宏致,1159697,1025,56809385,49.4,49.75,48.4,48.75,-0.65,48.70,3,48.80,2,609.38,-0.01
3607,谷崧,2313083,1382,50609285,21.8,22.3,21.45,21.75,-0.3,21.75,9,21.80,5,155.36,-0.01
3617,碩天,752625,2268,211601295,282.0,285.5,277.5,278.5,-4.0,278.50,7,279.00,9,13.44,-0.01
3622,洋華,705433,584,42933258,60.0,61.6,59.5,60.7,0.4,60.70,3,60.80,4,12.52,0.01
3645,達邁,14225351,9401,840853466,56.7,61.0,56.0,59.2,1.7,59.20,61,59.30,25,59.2,0.03
3652,精聯,2408210,2096,118727426,50.0,50.8,48.4,48.9,-1.2,48.85,1,48.90,2,58.21,-0.02
3653,健策,2134732,3545,2796272135,1330.0,1355.0,1265.0,1355.0,15.0,"1,350.00",2,"1,355.00",3,69.24,0.01
3661,世芯-KY,1280164,3690,3167275405,2465.0,2515.0,2440.0,2475.0,-25.0,"2,470.00",3,"2,475.00",2,49.18,-0.01
3665,貿聯-KY,2222243,2311,935402797,422.0,427.0,417.0,417.0,-8.5,417.00,2,418.00,1,30.02,-0.02
3669,圓展,109751,111,5116300,47.15,47.15,46.0,46.7,-0.45,46.50,1,46.70,1,21.23,-0.01
3673,TPK-KY,6574295,3706,269790972,41.25,41.85,40.55,40.75,-0.1,40.75,8,40.80,11,74.09,-0.0
3679,新至陞,87886,100,11702520,135.0,135.0,132.0,132.5,-1.0,132.00,14,133.00,1,12.93,-0.01
3686,達能,6070386,3781,179605151,28.5,31.0,27.65,30.0,1.4,30.00,4,30.05,7,0.0,0.05
3694,海華,357547,332,15543296,43.35,44.0,43.1,43.35,-0.25,43.35,9,43.60,2,17.69,-0.01
3701,大眾控,418328,314,16703099,40.1,40.5,39.7,39.7,-0.7,39.70,5,39.85,3,41.35,-0.02
3702,大聯大,4994105,4667,405429637,81.6,82.0,80.4,81.5,-0.9,81.50,2,81.60,16,17.64,-0.01
3702A,大聯大甲特,290139,118,14104955,48.25,48.75,48.25,48.7,0.5,48.70,1,48.75,25,0.0,0.01
3703,欣陸,1066075,1497,36016332,34.05,34.2,33.55,33.75,-0.45,33.70,11,33.75,16,16.54,-0.01
3704,合勤控,354304,436,12658692,35.75,35.95,35.15,35.9,0.15,35.85,2,35.90,3,19.3,0.0
3705,永信,314645,438,17895420,56.7,57.2,56.5,57.1,0.0,57.00,4,57.10,7,14.46,0.0
3706,神達,3501286,2865,153975342,43.95,44.35,43.7,43.9,-0.2,43.85,46,43.90,171,19.51,-0.0
3708,上緯投控,1207217,1161,136780785,115.5,115.5,111.5,112.5,-1.0,112.00,47,112.50,1,17.05,-0.01
3711,日月光投控,14873492,9424,2266160096,153.0,154.5,151.5,152.5,-2.5,152.00,148,152.50,252,20.83,-0.02
3712,永崴投控,8554983,7453,497059644,58.6,59.3,57.0,57.3,-1.0,57.30,28,57.40,17,14.22,-0.02
3714,富采,981252,662,39176612,39.9,40.25,39.7,39.95,-0.1,39.90,1,39.95,2,0.0,-0.0
3715,定穎投控,4837939,3885,298620699,62.4,62.5,61.0,61.7,-0.5,61.60,14,61.70,8,13.24,-0.01
4104,佳醫,175864,758,16165389,92.0,92.2,91.7,92.0,0.2,91.90,4,92.00,4,18.4,0.0
4106,雃博,65582,116,1696909,25.9,25.9,25.8,25.9,0.0,25.80,9,25.90,12,23.33,0.0
4108,懷特,127819,219,2324455,18.15,18.3,18.0,18.3,0.2,18.15,2,18.30,23,0.0,0.01
4119,旭富,77799,116,6935657,89.0,89.5,88.8,89.4,0.2,89.40,2,89.50,2,77.07,0.0
4133,亞諾法,165493,183,5105054,30.8,31.2,30.55,30.75,0.15,30.60,6,30.75,1,28.21,0.0
4137,麗豐-KY,74288,99,10394652,139.0,141.0,139.0,139.5,-1.0,139.50,1,140.00,1,15.66,-0.01
4142,國光生,877831,577,25356128,28.85,29.0,28.7,28.95,0.25,28.85,5,28.95,20,0.0,0.01
4148,全宇生技-KY,96363,110,4367256,45.0,45.95,44.5,45.75,1.7,45.50,1,45.75,3,22.99,0.04
4155,訊映,291178,260,7075869,24.45,24.5,24.0,24.35,0.1,24.30,1,24.35,38,73.79,0.0
4164,承業醫,92572,208,4112475,44.15,44.7,44.15,44.55,0.0,44.50,1,44.55,1,27.0,0.0
4190,佐登-KY,37311,324,1798737,48.2,48.5,48.0,48.5,0.45,48.10,1,48.50,2,0.0,0.01
4306,炎洲,3476121,1825,68629222,20.0,20.0,19.5,19.7,-0.3,19.70,43,19.75,34,11.45,-0.02
4414,如興,468242,111,1593457,3.36,3.44,3.35,3.4,0.0,3.40,15,3.42,39,0.0,0.0
4426,利勤,335868,165,4651359,13.9,13.95,13.75,13.95,-0.05,13.85,3,13.95,6,0.0,-0.0
4438,廣越,66384,73,7395530,111.0,112.0,111.0,112.0,1.0,111.50,1,112.00,16,18.6,0.01
4439,冠星-KY,4400,14,427800,97.8,97.8,96.8,97.1,0.1,97.00,6,97.20,1,11.84,0.0
4440,宜新實業,61419,48,1608761,26.15,26.35,26.1,26.35,0.2,26.15,10,26.35,3,18.82,0.01
4526,東台,3962986,2564,110082603,28.1,28.35,27.3,27.5,-0.5,27.50,62,27.60,39,0.0,-0.02
4532,瑞智,1840007,1092,47133329,25.8,25.95,25.45,25.5,-0.25,25.50,41,25.55,2,13.35,-0.01
4536,拓凱,471635,8557,99237288,214.0,214.0,208.0,210.0,-3.0,209.50,7,210.00,2,13.63,-0.01
4540,全球傳動,7440849,4457,337608408,46.3,46.7,44.2,44.2,-1.95,44.15,35,44.20,8,0.0,-0.04
4545,銘鈺,334771,305,18680048,56.0,57.0,55.2,55.6,-0.8,55.50,4,55.60,1,25.39,-0.01
4551,智伸科,536711,584,65468305,118.0,124.0,117.0,121.0,2.0,120.00,7,121.00,6,24.59,0.02
4552,力達-KY,164441,107,4298481,26.25,26.25,26.0,26.15,-0.05,26.10,1,26.15,6,8.25,-0.0
4555,氣立,16332212,11688,814478637,53.2,53.2,47.0,47.0,-2.0,47.00,51,47.10,1,0.0,-0.04
4557,永新-KY,36271,265,3991150,110.5,111.0,109.5,109.5,-1.0,109.00,3,110.00,3,12.26,-0.01
4560,強信-KY,72001,40,2447283,34.05,34.3,33.8,34.3,0.2,34.10,5,34.35,2,26.59,0.01
4562,穎漢,9680809,7282,721360076,75.7,76.7,73.3,73.6,-3.2,73.50,71,73.60,8,0.0,-0.04
4564,元翎,2397856,1444,62867722,26.7,26.85,25.7,25.95,-0.6,25.95,1,26.00,3,0.0,-0.02
4566,時碩工業,9060040,6152,882189049,95.8,99.2,95.0,97.1,0.9,97.10,5,97.20,90,27.9,0.01
4569,六方科-KY,29001,30,2843599,97.6,99.3,97.5,99.3,0.0,98.00,1,99.30,1,19.43,0.0
4571,鈞興-KY,316484,271,40383348,129.5,130.0,126.0,127.0,-4.0,127.00,4,127.50,5,20.26,-0.03
4572,駐龍,81393,283,12564768,154.0,155.5,153.5,154.0,-1.5,154.00,2,154.50,1,21.81,-0.01
4576,大銀微系統,2898696,2935,271557851,94.2,97.2,91.1,92.3,-3.3,92.20,14,92.30,8,512.78,-0.03
4581,光隆精密-KY,21100,45,1089463,51.5,51.7,51.5,51.6,0.0,51.50,2,51.70,2,9.89,0.0
4583,台灣精銳,754486,1163,292527764,392.0,395.0,382.5,384.0,-7.5,383.50,6,384.00,4,28.49,-0.02
4588,玖鼎電力,286573,330,27740469,94.6,100.0,93.5,96.1,1.5,96.10,2,96.70,1,27.54,0.02
4720,德淵,1103616,564,23446671,21.0,21.5,20.8,21.2,0.3,21.15,39,21.20,14,14.72,0.01
4722,國精化,68068,54,2928224,42.7,43.45,42.7,43.45,0.75,43.10,1,43.45,8,17.24,0.02
4736,泰博,77789,138,12645778,163.0,163.0,161.5,163.0,0.0,162.00,10,163.00,13,13.9,0.0
4737,華廣,28132,199,1797486,64.0,64.5,63.5,64.5,0.0,64.40,2,64.90,1,0.0,0.0
4739,康普,227086,301,13675668,59.6,60.6,59.0,60.5,0.9,60.50,2,60.60,9,121.0,0.02
4746,台耀,386210,693,36103881,93.9,94.2,93.0,93.2,-0.7,93.20,32,93.50,3,43.76,-0.01
4755,三福化,166091,221,20246374,122.0,123.0,121.0,122.0,0.0,121.50,10,122.50,2,26.58,0.0
4763,材料-KY,2628104,6083,2334493655,870.0,898.0,863.0,896.0,26.0,895.00,2,896.00,18,11.39,0.03
4764,雙鍵,11087,12,471556,42.5,42.7,42.1,42.7,-0.3,42.10,12,42.85,1,0.0,-0.01
4766,南寶,767888,944,226556167,300.0,300.0,291.5,293.0,-4.0,293.00,1,295.00,4,13.39,-0.01
4770,上品,83429,169,31798210,384.0,385.5,378.5,381.5,-0.5,378.50,3,382.00,2,18.39,-0.0
4771,望隼,69790,96,16407208,235.5,238.5,233.0,235.0,0.0,234.00,2,235.00,12,19.14,0.0
4807,日成-KY,530026,396,12412547,23.0,24.35,22.3,23.0,0.7,23.00,1,23.15,1,0.0,0.03
4904,遠傳,9541042,6999,858066723,88.5,90.5,88.0,90.0,2.2,89.90,78,90.00,242,27.78,0.03
4906,正文,17021445,9215,718420105,41.45,42.75,40.6,42.25,1.15,42.25,13,42.30,21,28.74,0.03
4912,聯德控股-KY,246395,247,26382700,110.0,110.0,105.0,105.0,-5.5,105.00,29,105.50,3,20.92,-0.05
4915,致伸,1639384,1346,142255365,87.0,87.4,86.2,86.5,0.3,86.40,1,86.60,64,15.76,0.0
4916,事欣科,305544,245,8358865,27.35,27.65,27.1,27.35,0.0,27.30,25,27.35,1,0.0,0.0
4919,新唐,2014748,1778,175760757,87.7,88.0,85.8,87.2,-0.5,87.10,11,87.20,2,21.58,-0.01
4927,泰鼎-KY,1098571,622,57992821,53.3,53.8,52.3,52.7,-0.6,52.60,37,52.70,5,0.0,-0.01
4930,燦星網,71976,105,2272089,31.65,31.7,31.45,31.65,-0.05,31.65,8,31.70,19,7.8,-0.0
4934,太極,476788,330,9215086,19.35,19.7,19.0,19.2,-0.15,19.20,3,19.25,5,0.0,-0.01
4935,茂林-KY,88000,50,5117700,58.0,58.5,57.7,58.2,0.5,58.00,6,58.40,4,15.36,0.01
4938,和碩,6068077,2652,635702287,105.0,105.5,104.0,105.0,0.0,104.50,47,105.00,680,15.17,0.0
4942,嘉彰,146310,84,6288387,43.1,43.2,42.8,42.85,-0.1,42.85,2,42.95,1,9.38,-0.0
4943,康控-KY,24844,21,487828,19.65,19.9,19.55,19.55,-0.35,19.55,2,19.80,1,0.0,-0.02
4949,有成精密,100910,143,2493426,24.9,25.0,24.55,24.65,-0.65,24.55,6,24.75,1,0.0,-0.03
4952,凌通,522715,342,29416795,56.8,56.9,55.9,56.1,-0.6,56.10,1,56.20,2,24.5,-0.01
4956,光鋐,1614338,773,45037294,28.0,28.5,27.35,27.95,-0.25,27.90,17,27.95,22,0.0,-0.01
4958,臻鼎-KY,4875719,3455,603767583,124.5,125.5,122.0,123.0,-2.0,123.00,90,123.50,24,16.06,-0.02
4960,誠美材,2163843,1094,30426865,14.25,14.3,13.9,14.0,-0.2,13.95,102,14.00,36,0.0,-0.01
4961,天鈺,576355,1325,152240973,267.0,267.0,262.5,263.5,-2.0,263.50,7,264.00,6,15.01,-0.01
4967,十銓,1395323,1165,169956178,122.0,123.5,121.0,121.5,-1.0,121.50,16,122.00,40,12.93,-0.01
4968,立積,1836732,1689,332032797,181.5,184.5,177.5,180.0,-3.0,179.50,19,180.00,3,666.67,-0.02
4976,佳凌,942671,717,45935171,48.8,49.45,47.8,48.75,0.05,48.75,4,48.80,3,0.0,0.0
4977,眾達-KY,704201,577,49959199,70.8,71.8,69.3,71.0,0.8,70.80,1,71.00,1,37.37,0.01
4989,榮科,190486,246,3805559,20.0,20.2,19.85,19.95,0.1,19.95,2,20.00,2,0.0,0.01
4994,傳奇,116738,217,12701479,108.0,110.5,107.0,109.5,0.5,108.00,2,109.50,1,32.88,0.0
4999,鑫禾,34124,88,1151359,33.7,33.85,33.6,33.8,0.1,33.70,1,33.80,6,73.48,0.0
5007,三星,69081,64,3931221,56.9,57.6,56.5,57.6,0.8,56.80,3,57.60,4,15.2,0.01
5203,訊連,123037,131,11843501,96.0,97.0,95.3,96.5,-0.1,96.50,1,96.70,6,26.22,-0.0
5215,科嘉-KY,45008,36,2009376,44.6,45.15,44.3,44.75,0.15,44.70,2,44.75,1,14.07,0.0
5222,全訊,464301,2504,70692766,153.0,154.0,151.0,152.0,0.0,151.50,16,152.00,1,25.59,0.0
5225,東科-KY,3142014,3208,447678658,137.0,146.0,136.0,145.0,7.5,144.50,16,145.00,46,16.69,0.05
5234,達興材料,612693,524,86832517,140.0,144.0,138.0,142.0,1.5,141.50,14,142.50,8,27.41,0.01
5243,乙盛-KY,857625,563,50765333,59.5,59.9,58.7,59.3,0.0,59.30,5,59.40,6,18.65,0.0
5244,弘凱,26283,33,1087963,41.4,41.5,41.1,41.5,0.15,41.35,1,41.50,1,16.73,0.0
5258,虹堡,170191,172,21160126,123.5,125.0,123.5,124.0,0.0,123.50,19,124.00,4,15.74,0.0
5269,祥碩,1108865,2290,1840576955,1715.0,1715.0,1630.0,1645.0,-70.0,"1,645.00",5,"1,650.00",7,38.74,-0.04
5283,禾聯碩,63656,95,6805897,107.0,107.0,106.5,107.0,0.0,106.50,42,107.00,6,18.58,0.0
5284,jpp-KY,537331,505,62799720,114.0,120.5,112.0,117.0,4.5,116.50,14,117.00,4,25.71,0.04
5285,界霖,121897,208,8093219,66.0,67.5,65.9,66.0,-0.6,65.90,2,66.00,15,28.82,-0.01
5288,豐祥-KY,33215,31,6702036,201.5,202.5,201.0,202.5,0.5,201.00,2,202.50,6,11.98,0.0
5292,華懋,59310,620,9115265,153.0,154.5,153.0,154.0,-0.5,154.00,1,154.50,4,16.18,-0.0
5306,桂盟,361278,930,54802034,152.0,153.0,150.0,151.0,-1.0,150.50,1,151.00,2,27.5,-0.01
5388,中磊,799290,866,88129802,109.5,111.5,109.0,110.0,0.5,110.00,5,110.50,9,12.73,0.0
5434,崇越,448457,1088,125105626,279.0,280.5,276.5,279.5,0.5,278.50,2,279.50,1,16.38,0.0
5469,瀚宇博,1408883,990,70341158,50.1,50.3,49.65,49.85,0.1,49.80,20,49.85,19,9.6,0.0
5471,松翰,120763,132,5356423,44.5,44.7,44.15,44.45,-0.2,44.35,2,44.45,1,33.42,-0.0
5484,慧友,3914267,4028,351888741,89.3,95.7,87.0,88.0,-7.8,88.00,9,88.10,3,0.0,-0.08
5515,建國,876527,679,20271187,23.4,23.4,22.85,23.0,-0.35,22.95,1,23.00,3,11.79,-0.01
5519,隆大,4423230,3201,203966180,47.1,47.1,45.3,45.95,-1.8,45.90,28,46.00,13,10.74,-0.04
5521,工信,1752786,625,19563721,11.3,11.3,11.05,11.15,-0.05,11.10,196,11.15,30,0.0,-0.0
5522,遠雄,2190416,1579,178866959,82.0,83.2,79.0,81.6,0.0,81.50,5,81.60,10,15.63,0.0
5525,順天,294283,256,11835451,40.0,41.2,39.35,40.95,0.6,40.95,5,41.00,3,12.6,0.01
5531,鄉林,1184213,558,12544111,10.9,10.9,10.45,10.65,-0.15,10.60,6,10.65,38,0.0,-0.01
5533,皇鼎,500578,304,11258320,22.7,23.0,21.95,22.5,0.05,22.40,1,22.50,2,17.72,0.0
5534,長虹,3150102,2012,393635055,127.0,127.0,120.5,126.0,-2.0,125.50,49,126.00,25,17.05,-0.02
5538,東明-KY,40704,26,1257282,31.55,31.55,30.0,31.1,0.35,30.90,1,31.15,2,27.04,0.01
5546,永固-KY,38000,25,1108200,29.0,29.8,28.8,29.8,0.8,28.75,2,29.80,2,0.0,0.03
5607,遠雄港,269479,340,13211425,49.3,49.3,48.8,49.2,0.2,49.00,3,49.20,15,21.3,0.0
5608,四維航,791539,572,14077455,17.7,18.0,17.6,17.8,0.0,17.80,14,17.85,18,0.0,0.0
5706,鳳凰,180787,553,10792548,59.9,60.1,59.0,59.6,-0.3,59.50,1,59.70,1,16.88,-0.01
5871,中租-KY,5643342,3663,830991593,148.0,148.0,146.5,148.0,0.0,147.50,4,148.00,65,10.9,0.0
5871A,中租-KY甲特,25020,16,2358295,94.2,94.4,94.2,94.2,0.0,94.10,13,94.30,4,0.0,0.0
5876,上海商銀,5024616,2848,203639880,41.1,41.25,40.3,40.6,-0.4,40.55,16,40.60,12,18.45,-0.01
5880,合庫金,7418679,3583,191608082,25.95,25.95,25.7,25.85,0.05,25.85,26,25.90,85,21.54,0.0
5906,台南-KY,68118,208,4428002,64.7,66.6,61.8,65.2,1.3,64.50,1,65.20,4,27.28,0.02
5907,大洋-KY,65688,52,555640,8.48,8.51,8.39,8.48,-0.01,8.44,5,8.48,1,0.0,-0.0
6005,群益證,1816212,1159,39848256,22.15,22.15,21.8,22.0,-0.05,21.95,17,22.00,73,10.89,-0.0
6024,群益期,459277,285,25714956,55.8,56.2,55.3,56.2,0.6,55.90,5,56.20,4,11.42,0.01
6108,競國,285083,184,5715502,20.05,20.2,19.95,20.0,-0.05,20.00,9,20.05,6,71.43,-0.0
6112,邁達特,412922,442,20108361,49.3,49.3,48.2,48.55,-0.45,48.55,5,48.65,1,22.79,-0.01
