證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,漲跌幅
2380,虹光,74777,151,480583,6.5,6.5,6.31,6.49,-0.04,6.49,1,6.50,18,0.0,-0.01
2382,廣達,20206903,35874,5715512870,282.0,286.0,280.5,282.0,-2.0,281.50,84,282.00,135,21.63,-0.01
2383,台光電,2549593,3089,1103600851,430.0,437.0,429.5,430.0,-1.0,430.00,106,430.50,1,17.59,-0.0
2385,群光,2003221,1796,321093914,160.0,162.0,158.5,159.5,-0.5,159.50,13,160.00,15,13.79,-0.0
2387,精元,392735,432,23205291,59.5,59.7,58.8,58.9,-0.2,58.80,35,58.90,2,8.73,-0.0
2388,威盛,13935100,10297,1821464773,130.5,135.5,126.0,130.5,-0.5,130.50,17,131.00,58,121.96,-0.0
2390,云辰,354625,416,4399395,12.45,12.5,12.3,12.45,0.0,12.35,8,12.45,2,0.0,0.0
2392,正崴,8897858,6840,612567133,69.2,70.3,67.8,67.9,-1.6,67.90,35,68.00,3,15.9,-0.02
2393,億光,1629195,1488,128533113,79.7,79.8,78.4,78.5,-1.2,78.50,1,78.60,19,16.53,-0.02
2395,研華,886348,801,308376489,350.0,351.0,346.5,347.0,-1.5,346.50,5,347.00,4,33.37,-0.0
2397,友通,1217728,1177,95554963,80.0,80.0,77.2,78.5,-1.5,78.40,2,78.50,6,34.13,-0.02
2399,映泰,869934,580,18282847,21.0,21.35,20.7,20.9,-0.05,20.90,13,20.95,18,0.0,-0.0
2401,凌陽,5500541,3722,179890907,32.9,33.3,32.35,32.45,-0.45,32.45,36,32.50,7,0.0,-0.01
2402,毅嘉,3698082,2451,143990121,39.0,39.6,38.25,38.75,-0.25,38.70,61,38.75,21,20.29,-0.01
2404,漢唐,1021861,1319,348222165,343.0,345.0,336.0,341.5,3.5,341.00,1,341.50,19,13.47,0.01
2405,輔信,5848304,2890,127755311,22.05,22.2,21.35,21.8,-0.25,21.80,8,21.85,6,242.22,-0.01
2406,國碩,3359941,1762,70637709,20.9,21.45,20.55,20.75,-0.15,20.75,52,20.80,8,0.0,-0.01
2408,南亞科,8804043,4683,482678203,55.1,55.4,54.5,54.6,-1.1,54.60,72,54.70,81,0.0,-0.02
2409,友達,25368265,8894,411498625,16.3,16.35,16.1,16.2,-0.25,16.20,112,16.25,433,0.0,-0.02
2412,中華電,8708102,5561,1073876510,123.5,124.0,123.0,123.5,0.0,123.00,143,123.50,290,26.22,0.0
2413,環科,71898,68,1525219,20.95,21.4,20.95,21.35,0.15,21.20,1,21.35,9,133.44,0.01
2414,精技,265224,169,9631070,36.65,36.65,35.85,36.4,0.0,36.30,1,36.45,2,15.62,0.0
2415,錩新,108342,155,2871042,26.1,26.85,26.1,26.65,0.15,26.50,1,26.70,7,44.42,0.01
2417,圓剛,3287364,2724,160155773,49.7,49.7,48.15,48.5,-1.1,48.50,8,48.55,11,0.0,-0.02
2419,仲琦,2652747,1798,83103394,31.65,31.9,30.75,30.95,-0.25,30.90,93,31.00,14,0.0,-0.01
2420,新巨,1439631,1100,100206667,68.7,70.4,68.0,69.5,0.7,69.50,1,69.60,12,17.2,0.01
2421,建準,4384977,3758,414629365,96.9,96.9,93.6,94.3,-1.7,94.20,1,94.30,47,19.4,-0.02
2423,固緯,133817,131,5121300,38.05,38.55,37.95,38.35,0.3,38.20,5,38.35,2,13.75,0.01
2424,隴華,23307,20,707182,30.0,30.8,30.0,30.8,1.1,30.55,1,30.95,2,0.0,0.04
2425,承啟,207998,234,6211617,30.2,30.2,29.7,29.8,-0.35,29.75,3,29.85,2,26.37,-0.01
2426,鼎元,322913,342,6139131,19.3,19.3,18.95,19.0,-0.1,19.00,36,19.05,15,76.0,-0.01
2427,三商電,867356,756,24969731,28.75,29.15,28.6,28.7,-0.3,28.70,26,28.75,39,19.26,-0.01
2428,興勤,447689,423,77486679,171.5,174.5,170.5,173.0,1.5,172.50,1,173.00,1,15.11,0.01
2429,銘旺科,1372814,811,41473347,30.0,30.8,29.0,30.2,0.55,30.15,18,30.20,1,0.0,0.02
2430,燦坤,29916,76,997064,33.25,33.4,33.25,33.4,0.1,33.25,1,33.45,1,18.25,0.0
2431,聯昌,326157,139,3934447,12.05,12.2,12.0,12.1,-0.05,12.05,3,12.10,2,0.0,-0.0
2432,倚天酷碁-創,9230,14,333488,36.2,36.2,36.0,36.2,-0.1,35.70,4,36.20,5,17.49,-0.0
2433,互盛電,34418,72,1755459,51.4,51.4,50.6,51.2,0.4,50.70,8,51.20,1,15.38,0.01
2434,統懋,14938,17,483154,32.2,32.6,32.2,32.35,0.15,31.40,3,32.55,1,115.54,0.0
2436,偉詮電,392719,526,22024003,56.7,56.8,55.6,55.8,-0.3,55.80,8,56.00,12,35.32,-0.01
2438,翔耀,1406571,852,92510359,61.0,67.1,60.2,67.1,6.1,67.10,"1,327",--,0,0.0,0.1
2439,美律,2805270,3356,382200594,137.5,139.0,134.5,135.0,-2.5,135.00,34,136.00,35,18.15,-0.02
2440,太空梭,255306,135,3747123,14.6,14.8,14.45,14.65,0.05,14.65,8,14.85,13,0.0,0.0
2441,超豐,689928,2082,43089544,63.2,63.2,62.1,62.5,-0.5,62.30,2,62.50,27,15.51,-0.01
2442,新美齊,3284882,1653,114717667,35.5,35.5,34.3,35.2,-0.3,34.85,2,35.20,10,16.76,-0.01
2444,兆勁,880949,304,11107249,12.5,12.9,12.4,12.8,0.25,12.70,5,12.80,13,106.67,0.02
2449,京元電子,15659563,9516,1871566239,120.5,121.5,118.0,120.0,-2.0,119.50,133,120.00,23,22.99,-0.02
2450,神腦,75567,84,2687626,35.65,35.7,35.4,35.7,0.1,35.65,1,35.70,3,16.23,0.0
2451,創見,1971059,1891,201937074,100.0,103.5,99.8,102.5,2.7,102.00,6,102.50,42,15.32,0.03
2453,凌群,923338,1009,53116300,58.3,58.6,56.8,57.1,-1.2,57.10,3,57.20,7,19.1,-0.02
2454,聯發科,4669809,9980,5711510720,1220.0,1240.0,1210.0,1220.0,-30.0,"1,215.00",115,"1,220.00",43,19.15,-0.02
2455,全新,3285045,2841,446370777,140.0,140.0,134.0,135.0,-5.0,135.00,53,135.50,12,34.35,-0.04
2457,飛宏,1365748,1180,54745306,40.5,40.75,39.75,40.05,-0.45,40.00,8,40.05,11,81.73,-0.01
2458,義隆,1293979,1046,183598388,142.0,143.5,140.5,141.0,-1.0,141.00,18,142.00,10,14.61,-0.01
2459,敦吉,42427,43,3058348,72.1,72.2,71.9,72.2,0.1,72.00,5,72.20,2,11.93,0.0
2460,建通,305303,228,8487669,27.5,28.05,27.3,28.0,0.2,27.85,1,28.00,7,0.0,0.01
2461,光群雷,529230,266,12202909,22.95,23.2,22.8,23.15,0.35,23.10,10,23.15,1,14.29,0.02
2462,良得電,1304944,1053,42621424,33.05,33.2,32.3,32.4,-0.9,32.40,3,32.45,5,14.4,-0.03
2464,盟立,8769240,6432,720716032,83.4,83.4,81.3,81.8,-1.9,81.80,45,81.90,17,90.89,-0.02
2465,麗臺,814563,865,77586371,96.7,97.2,93.8,94.2,-2.5,94.10,3,94.20,1,0.0,-0.03
2466,冠西電,19065,16,703051,36.6,37.0,36.4,37.0,0.35,36.55,1,37.00,1,0.0,0.01
2467,志聖,5224712,11342,1108137835,212.0,216.0,205.5,212.5,1.5,212.50,2,213.00,46,49.88,0.01
2468,華經,217795,149,5454719,25.2,25.35,24.8,24.85,-0.15,24.80,6,24.85,1,24.85,-0.01
2471,資通,181583,221,9383599,50.9,52.5,50.7,51.6,0.9,51.50,4,51.60,1,18.17,0.02
2472,立隆電,1400334,1185,110208077,79.0,79.4,77.9,78.6,-0.7,78.60,7,78.70,17,11.98,-0.01
2474,可成,2378291,2327,548694281,231.0,234.0,229.0,230.5,-2.5,230.50,5,231.00,8,13.29,-0.01
2476,鉅祥,7717667,5139,838031018,105.0,110.5,104.0,109.5,4.0,109.50,86,110.00,171,25.06,0.04
2477,美隆電,207760,271,5239055,25.2,25.6,24.6,25.4,0.3,25.20,1,25.40,5,22.68,0.01
2478,大毅,340417,296,17179786,51.0,51.0,50.1,50.6,-0.4,50.60,1,50.80,7,17.63,-0.01
2480,敦陽科,92183,151,10913532,118.0,119.0,117.5,119.0,1.5,118.50,2,119.00,24,16.06,0.01
2481,強茂,1539478,1617,81920716,53.7,54.2,52.6,53.0,-0.7,53.00,1,53.20,2,23.87,-0.01
2482,連宇,449544,393,13829762,30.6,31.4,30.1,30.65,0.05,30.65,2,30.70,1,40.33,0.0
2483,百容,303101,119,7171531,23.65,24.0,23.4,23.7,0.35,23.65,5,23.70,1,67.71,0.01
2484,希華,253261,212,7624006,30.15,30.25,29.8,30.2,0.05,30.15,12,30.20,23,26.03,0.0
2485,兆赫,569612,506,10242881,17.95,18.2,17.7,18.05,0.15,18.00,13,18.05,3,0.0,0.01
2486,一詮,10291328,6721,1030510176,103.0,103.5,99.0,99.3,-3.2,99.30,49,99.40,6,194.71,-0.03
2488,漢平,148124,217,6968725,47.3,47.3,46.6,46.9,-0.3,46.90,5,47.05,2,9.53,-0.01
2489,瑞軒,11793811,6627,274612376,23.55,23.7,23.05,23.2,-0.4,23.15,162,23.20,26,17.85,-0.02
2491,吉祥全,67108,48,930020,13.8,13.95,13.7,13.85,0.05,13.70,5,13.90,17,34.62,0.0
2492,華新科,1717111,1477,183852205,108.0,109.0,106.0,107.0,-1.5,106.50,20,107.00,44,20.9,-0.01
2493,揚博,135605,410,12064907,89.0,89.2,88.6,89.2,0.0,88.90,1,89.20,2,14.65,0.0
2495,普安,1235202,815,38072487,31.05,31.35,30.45,30.65,-0.35,30.65,22,30.70,4,19.4,-0.01
2496,卓越,15005,18,1128773,75.6,75.7,75.0,75.1,0.2,74.90,2,75.30,1,11.79,0.0
2497,怡利電,4075716,3124,266130210,63.0,66.3,62.4,66.0,3.2,65.90,9,66.10,47,27.5,0.05
2498,宏達電,3400548,2498,145999691,42.7,43.5,42.25,42.95,0.25,42.95,5,43.00,51,0.0,0.01
2501,國建,4367960,2124,122355592,28.3,28.4,27.5,28.1,-0.4,28.05,82,28.10,1,13.07,-0.01
2504,國產,3313944,2226,167925150,51.7,51.7,50.3,50.7,-0.7,50.60,28,50.70,54,12.68,-0.01
2505,國揚,998645,741,27690028,27.8,28.3,27.2,28.05,-0.45,28.00,5,28.05,2,39.51,-0.02
2506,太設,2081614,720,25256119,12.4,12.5,12.0,12.15,-0.15,12.15,16,12.20,18,0.0,-0.01
2509,全坤建,847495,712,21045860,25.2,25.3,24.15,25.0,-0.3,25.00,12,25.05,7,0.0,-0.01
2511,太子,1430805,568,16261005,11.4,11.45,11.3,11.4,0.0,11.35,26,11.40,67,54.29,0.0
2514,龍邦,1053382,582,23404047,22.55,22.55,22.0,22.25,-0.15,22.20,5,22.25,4,6.41,-0.01
2515,中工,12197661,4719,166506805,13.7,13.8,13.5,13.7,-0.05,13.65,106,13.70,47,34.25,-0.0
2516,新建,646010,267,7759595,12.0,12.25,11.85,11.9,-0.05,11.90,95,12.00,13,22.88,-0.0
2520,冠德,12499185,8059,722657296,57.8,58.8,56.0,58.5,-0.2,58.40,34,58.50,99,6.52,-0.0
2524,京城,6953436,4968,798980774,118.0,121.5,111.5,113.0,-10.5,112.50,8,113.00,35,44.14,-0.09
2527,宏璟,868159,836,34533900,40.6,40.6,39.25,39.6,-1.05,39.60,8,39.65,7,15.47,-0.03
2528,皇普,1267587,659,56162241,45.0,45.0,43.45,44.4,-0.9,44.35,3,44.45,15,0.0,-0.02
2530,華建,1882190,1026,88431399,46.7,48.25,45.85,47.95,0.55,47.90,8,48.05,19,32.18,0.01
2534,宏盛,1609962,1018,43391924,27.15,27.3,26.3,27.25,-0.05,27.10,8,27.25,28,59.24,-0.0
2535,達欣工,210351,407,11426969,54.6,54.6,54.1,54.4,-0.2,54.30,1,54.40,4,11.53,-0.0
2536,宏普,470456,274,16146938,34.9,34.9,33.85,34.25,-0.3,34.25,5,34.35,4,25.37,-0.01
2537,聯上發,8492406,4019,191732279,22.9,23.0,22.3,22.45,-0.9,22.40,410,22.45,21,46.77,-0.04
2538,基泰,1946176,741,39894286,20.6,21.0,20.0,20.8,0.1,20.80,10,20.85,16,0.0,0.0
2539,櫻花建,1175281,1087,82897783,72.0,72.0,70.0,70.9,-0.2,70.50,1,70.90,9,31.37,-0.0
2540,愛山林,2632766,3014,493818340,195.0,195.0,184.0,186.0,-12.0,186.00,18,186.50,6,34.96,-0.06
2542,興富發,20372838,12069,1121974392,56.9,56.9,54.4,54.8,-2.1,54.80,50,54.90,64,46.84,-0.04
2543,皇昌,10405473,6708,693419647,67.0,68.1,65.5,66.9,-0.8,66.90,46,67.00,18,15.74,-0.01
2545,皇翔,2945546,2491,186875321,63.7,64.7,61.5,64.7,-0.3,64.50,32,64.70,7,8.96,-0.0
2546,根基,109225,214,8960487,83.3,83.3,81.0,82.8,0.9,82.30,1,82.90,4,13.99,0.01
2547,日勝生,1778244,612,19245676,11.1,11.1,10.7,10.8,-0.15,10.80,9,10.85,42,0.0,-0.01
2548,華固,1824217,2379,263037213,144.0,147.0,140.5,145.0,-1.0,145.00,7,145.50,16,19.15,-0.01
2597,潤弘,503503,708,77466876,156.5,156.5,151.0,155.0,-1.5,155.00,2,155.50,8,12.29,-0.01
2601,益航,942520,375,6805169,7.28,7.28,7.18,7.23,0.01,7.22,9,7.24,10,0.0,0.0
2603,長榮,15756650,11877,2955884260,188.5,190.0,186.0,187.5,-1.0,187.00,171,187.50,18,5.56,-0.01
2605,新興,2734228,1482,72925231,26.5,26.85,26.4,26.8,0.2,26.75,26,26.80,13,12.35,0.01
2606,裕民,1843060,1344,97222865,53.3,53.3,52.4,52.8,0.0,52.70,19,52.80,34,11.6,0.0
2607,榮運,812832,619,25470959,31.3,31.55,31.2,31.35,0.05,31.35,24,31.40,5,14.12,0.0
2608,嘉里大榮,370750,281,14529713,39.25,39.35,39.1,39.25,0.0,39.15,2,39.25,7,16.35,0.0
2609,陽明,31161151,16733,1991559468,64.0,64.7,62.8,63.7,0.0,63.70,182,63.80,128,8.98,0.0
2610,華航,18973858,6190,398180282,21.05,21.2,20.8,20.85,-0.15,20.85,626,20.95,36,14.38,-0.01
2611,志信,482285,424,11722858,24.45,24.45,24.1,24.4,0.0,24.35,2,24.40,6,6.8,0.0
2612,中航,163347,143,6935901,42.45,42.75,42.3,42.45,0.0,42.40,12,42.45,2,20.12,0.0
2613,中櫃,442233,364,14548492,33.0,33.4,32.5,32.55,-0.45,32.55,17,32.65,4,28.55,-0.01
2614,東森,961818,537,19438372,20.0,20.35,19.95,20.2,0.2,20.20,6,20.25,16,0.0,0.01
2615,萬海,17560495,11834,1400173471,79.0,80.4,78.4,80.4,1.2,80.30,51,80.40,200,15.2,0.02
2616,山隆,163898,245,3490906,21.3,21.4,21.15,21.35,0.05,21.30,1,21.35,1,266.88,0.0
2617,台航,404299,279,13004266,32.0,32.45,31.95,32.2,0.15,32.20,7,32.25,4,6.95,0.0
2618,長榮航,36397861,13039,1271665691,35.05,35.15,34.65,34.9,-0.05,34.85,328,34.90,78,7.97,-0.0
2630,亞航,252497,202,8226884,32.75,32.8,32.25,32.65,0.05,32.65,7,32.70,8,41.86,0.0
2633,台灣高鐵,3066418,2617,90775865,29.85,29.85,29.45,29.65,0.0,29.55,2,29.65,105,21.49,0.0
2634,漢翔,2810752,2282,137704577,49.1,49.3,48.6,49.3,0.15,49.25,1,49.30,66,20.12,0.0
2636,台驊投控,592269,705,52989954,90.3,90.4,89.1,89.1,-0.8,89.10,27,89.60,2,9.02,-0.01
2637,慧洋-KY,1638745,1311,108322237,66.3,66.6,65.7,66.3,0.1,66.30,7,66.40,68,10.12,0.0
2642,宅配通,45839,308,1591906,34.85,34.95,34.55,34.8,-0.05,34.70,1,34.85,2,42.96,-0.0
2645,長榮航太,448603,557,44385412,99.3,99.8,97.8,99.5,0.4,98.90,8,99.50,3,19.51,0.0
2701,萬企,157822,132,2065241,13.15,13.15,13.0,13.15,0.1,13.10,1,13.15,20,22.29,0.01
2702,華園,57686,150,1028257,17.7,17.85,17.7,17.85,0.15,17.80,2,17.85,9,24.79,0.01
2704,國賓,207894,190,12656316,60.7,61.4,60.2,61.4,0.8,61.00,4,61.40,3,16.55,0.01
2705,六福,206693,210,3677464,17.75,17.95,17.7,17.9,0.25,17.80,3,17.95,15,0.0,0.01
2706,第一店,138357,190,2102828,15.3,15.3,15.15,15.25,0.0,15.20,5,15.25,10,23.83,0.0
2707,晶華,179266,194,37106480,206.5,209.0,206.0,206.0,0.0,205.50,7,206.50,1,18.34,0.0
2712,遠雄來,18297,25,496900,27.0,27.4,26.95,27.4,0.0,27.05,1,27.40,8,0.0,0.0
2722,夏都,86705,89,3565229,40.85,41.5,40.75,41.25,0.35,41.20,1,41.30,5,82.5,0.01
2723,美食-KY,140461,170,11344338,80.3,81.0,80.0,81.0,0.7,80.90,1,81.00,5,21.77,0.01
2727,王品,694209,1041,151438253,215.5,219.0,215.5,218.5,3.0,218.50,6,219.00,34,13.8,0.01
2731,雄獅,432831,540,59163020,138.0,138.0,136.0,136.5,-1.5,136.50,18,137.00,17,7.52,-0.01
2739,寒舍,1960754,1395,111638377,58.5,58.5,56.2,56.8,-1.8,56.80,119,56.90,1,7.1,-0.03
2748,雲品,190364,240,10647374,56.2,56.2,55.5,55.9,-0.7,55.90,1,56.00,1,17.31,-0.01
2753,八方雲集,38458,100,5993830,156.0,156.0,155.5,156.0,0.0,155.50,3,156.00,3,18.08,0.0
2762,世界健身-KY,133336,123,10301437,77.3,77.9,76.5,77.8,0.5,77.80,2,77.90,6,24.7,0.01
2801,彰銀,17898659,5627,319194496,17.85,17.9,17.75,17.85,0.05,17.85,877,17.90,"1,595",14.51,0.0
2809,京城銀,2606454,1770,142080765,54.2,54.8,53.9,54.8,1.1,54.50,76,54.80,95,8.59,0.02
2812,台中銀,5182088,4185,91966451,17.75,17.8,17.65,17.8,0.15,17.75,31,17.80,217,11.56,0.01
2816,旺旺保,301814,252,10697284,35.35,35.65,35.15,35.6,0.35,35.40,1,35.60,3,5.66,0.01
2820,華票,513241,315,7683230,15.0,15.0,14.95,15.0,0.0,14.95,210,15.00,68,16.48,0.0
2832,台產,1435868,967,42705454,29.2,29.95,29.15,29.85,0.65,29.80,7,29.85,24,9.51,0.02
2834,臺企銀,11592236,4792,185124893,15.9,16.0,15.9,16.0,0.05,16.00,41,16.05,"1,028",13.22,0.0
2836,高雄銀,1808390,681,21717577,12.0,12.05,11.95,12.05,0.1,12.00,76,12.05,116,26.2,0.01
2836A,高雄銀甲特,7084,6,148646,20.9,21.0,20.9,21.0,0.2,20.90,2,21.00,3,0.0,0.01
2838,聯邦銀,1554418,843,23335827,15.05,15.1,14.9,15.1,0.1,15.00,4,15.10,284,13.6,0.01
2838A,聯邦銀甲特,73150,26,3817245,52.2,52.3,52.1,52.3,0.1,52.20,22,52.30,10,0.0,0.0
2845,遠東銀,11313116,2454,178607702,15.85,15.85,15.7,15.8,0.0,15.75,302,15.80,475,14.11,0.0
2849,安泰銀,376691,167,5600435,14.85,15.0,14.75,15.0,0.25,14.95,4,15.00,16,14.71,0.02
2850,新產,997827,928,94375800,93.5,96.0,92.7,94.5,1.7,94.40,4,94.50,6,8.94,0.02
2851,中再保,1541359,684,40403286,26.0,26.4,25.9,26.25,0.25,26.20,23,26.25,45,8.39,0.01
2852,第一保,610855,226,14391516,23.3,23.7,23.3,23.65,0.35,23.55,23,23.70,15,8.73,0.02
2855,統一證,1307214,784,35227010,27.0,27.15,26.8,26.85,-0.2,26.85,38,26.90,3,9.42,-0.01
2867,三商壽,30662770,6320,243155714,7.87,8.05,7.75,7.99,0.18,7.98,59,7.99,240,28.54,0.02
2880,華南金,13062795,6237,336251032,26.0,26.05,25.6,25.75,-0.25,25.70,47,25.75,80,15.8,-0.01
2881,富邦金,10972295,8159,976253206,89.1,89.6,88.6,89.2,0.4,89.10,8,89.20,19,15.82,0.0
2881A,富邦特,81910,46,5042296,61.5,61.7,61.4,61.7,0.1,61.60,8,61.70,27,0.0,0.0
2881B,富邦金乙特,13402,24,786650,58.6,58.8,58.6,58.8,0.2,58.70,1,58.90,31,0.0,0.0
2881C,富邦金丙特,9693,31,495497,51.3,51.3,51.1,51.1,0.0,51.10,4,51.20,2,0.0,0.0
2882,國泰金,17882476,7004,1104552054,61.4,62.2,61.3,61.9,0.2,61.80,173,61.90,85,12.23,0.0
2882A,國泰特,323392,33,19496120,60.2,60.3,60.2,60.2,0.1,60.10,4,60.30,88,0.0,0.0
2882B,國泰金乙特,95299,51,5429134,57.0,57.2,56.9,57.1,-0.1,56.90,1,57.10,13,0.0,-0.0
2883,開發金,27654888,6220,442743008,16.0,16.15,15.95,16.05,0.0,16.00,549,16.05,"1,838",12.54,0.0
2883B,開發金乙特,1332377,247,9779551,7.32,7.36,7.32,7.35,0.03,7.34,109,7.35,88,0.0,0.0
2884,玉山金,12994251,7324,353879196,27.25,27.35,27.1,27.35,0.05,27.30,24,27.35,56,19.54,0.0
2885,元大金,13687701,4690,433610030,31.9,32.0,31.55,31.7,-0.05,31.65,"1,063",31.70,233,13.38,-0.0
2886,兆豐金,22690923,10681,878428289,39.05,39.05,38.6,38.9,-0.1,38.85,28,38.90,183,16.48,-0.0
2887,台新金,15096247,5097,282602122,18.75,18.8,18.6,18.8,0.05,18.75,134,18.80,446,17.57,0.0
2887E,台新戊特,40421,135,2080932,51.3,51.5,51.3,51.5,0.2,51.50,8,51.60,16,0.0,0.0
2887F,台新戊特二,2212,9,101661,46.0,46.0,46.0,46.0,0.0,45.90,3,46.00,1,0.0,0.0
2887Z1,台新己特,175473,22,2851266,16.25,16.25,16.2,16.25,0.0,16.25,79,16.30,3,0.0,0.0
2888,新光金,990559660,121955,12264376989,12.45,12.65,12.15,12.45,0.65,12.40,"28,716",12.45,"6,496",41.5,0.06
2888A,新光金甲特,1173622,524,41674434,34.4,36.05,34.4,36.0,3.15,35.85,4,36.00,1,0.0,0.1
2888B,新光金乙特,2223571,841,79572549,34.45,36.25,34.45,36.2,3.05,36.15,1,36.20,11,0.0,0.09
2889,國票金,3451407,1324,52428095,15.15,15.3,15.1,15.3,0.1,15.20,1,15.30,294,25.93,0.01
2890,永豐金,24561981,8300,659940338,27.0,27.2,26.7,26.7,-0.3,26.70,655,26.75,58,15.08,-0.01
2891,中信金,232403561,97891,7790517888,33.8,34.1,33.3,33.7,-1.3,33.65,235,33.70,"1,082",10.6,-0.04
2891B,中信金乙特,7645,129,460896,60.3,60.4,60.3,60.4,0.0,60.10,1,60.40,9,0.0,0.0
2891C,中信金丙特,20672,134,1179550,57.0,57.4,56.9,57.3,0.0,56.80,2,57.30,10,0.0,0.0
2892,第一金,11889061,4581,322147445,27.2,27.2,27.0,27.2,0.05,27.15,10,27.20,92,16.19,0.0
2897,王道銀行,2008401,626,20492116,10.2,10.25,10.15,10.2,0.0,10.20,79,10.25,923,11.33,0.0
2897A,王道銀甲特,498298,43,5082679,10.25,10.25,10.2,10.2,0.0,10.15,245,10.20,48,0.0,0.0
2901,欣欣,29447,121,810486,27.55,27.95,27.35,27.6,0.05,27.45,1,27.60,1,61.33,0.0
2903,遠百,2385595,1056,67686401,28.15,28.55,28.0,28.3,0.15,28.25,237,28.30,1,16.95,0.01
2904,匯僑,87762,74,1640458,18.7,18.8,18.55,18.8,0.1,18.60,5,18.80,15,21.36,0.01
2905,三商,2738784,1528,56776879,21.15,21.15,20.55,20.65,-0.45,20.65,18,20.75,25,21.74,-0.02
2906,高林,322778,215,6426232,19.7,20.1,19.7,20.0,0.1,19.90,1,20.00,1,32.26,0.01
2908,特力,337241,188,6931934,20.65,20.65,20.45,20.6,0.05,20.45,5,20.60,14,40.39,0.0
2910,統領,39015,29,1078360,27.4,27.95,27.4,27.95,0.6,27.50,7,27.95,1,22.72,0.02
2911,麗嬰房,145130,585,1031102,7.1,7.13,7.08,7.1,-0.05,7.10,1,7.12,7,0.0,-0.01
2912,統一超,807521,2751,225151453,280.5,281.0,276.5,278.5,-1.5,278.00,12,278.50,3,25.09,-0.01
2913,農林,1665764,968,34674639,20.85,21.0,20.7,20.75,-0.1,20.70,65,20.75,21,0.0,-0.0
2915,潤泰全,3598347,2751,280621963,78.3,78.8,77.4,78.1,-0.5,78.10,28,78.20,90,7.5,-0.01
2923,鼎固-KY,268893,252,8794469,31.8,34.1,31.0,34.1,3.1,34.10,44,--,0,71.04,0.1
2929,淘帝-KY,228035,193,2003886,8.57,8.97,8.57,8.88,0.25,8.80,3,8.88,4,0.0,0.03
2939,永邑-KY,997204,217,26225965,26.3,26.3,26.15,26.3,0.15,26.15,2,26.30,3,0.0,0.01
2945,三商家購,11544,22,492297,43.0,43.05,42.2,43.05,0.0,42.90,2,43.20,1,22.42,0.0
3002,歐格,110367,64,1586732,14.2,14.45,14.2,14.45,0.25,14.40,1,14.45,1,65.68,0.02
3003,健和興,1376799,2066,117382838,84.9,86.3,84.4,84.6,0.4,84.50,7,84.60,6,22.8,0.0
3004,豐達科,38309,48,3722876,97.5,97.8,96.7,97.8,0.5,97.40,1,97.90,1,14.01,0.01
3005,神基,3733241,3211,416033109,111.0,112.5,109.5,112.0,2.0,111.50,34,112.00,2,16.26,0.02
3006,晶豪科,2769548,2171,225109102,81.9,82.7,80.4,80.9,-1.4,80.90,34,81.00,21,0.0,-0.02
3008,大立光,1122133,3599,3351915230,2995.0,3020.0,2950.0,2985.0,5.0,"2,980.00",1,"2,985.00",1,18.51,0.0
3010,華立,866109,928,108439541,126.0,127.0,124.0,124.0,-3.0,124.00,17,124.50,3,14.96,-0.02
3011,今皓,2148055,815,64151764,28.6,30.6,28.55,30.4,1.7,30.35,1,30.40,10,0.0,0.06
3013,晟銘電,15468539,9663,1925010511,124.0,126.5,122.0,124.0,1.5,124.00,135,124.50,239,59.9,0.01
3014,聯陽,272183,317,39425359,145.0,146.0,143.0,145.0,0.0,144.50,3,145.00,4,14.53,0.0
3015,全漢,328759,431,17854193,53.8,54.6,53.5,54.4,0.6,54.30,11,54.40,2,17.32,0.01
3016,嘉晶,1308308,1026,79312015,60.3,61.8,59.1,61.0,0.8,61.00,11,61.10,2,63.54,0.01
3017,奇鋐,4713149,6344,2872794859,605.0,620.0,604.0,606.0,-10.0,606.00,50,607.00,3,35.15,-0.02
3018,隆銘綠能,59057,64,1502069,26.3,26.3,25.05,25.5,-0.8,25.50,2,25.65,7,0.0,-0.03
3019,亞光,23404453,16584,2929239159,124.0,127.0,122.5,126.5,4.0,126.00,139,126.50,158,34.75,0.03
3021,鴻名,105069,85,2536609,24.05,24.4,24.0,24.15,0.1,24.10,2,24.20,4,20.12,0.0
3022,威強電,650639,544,52988283,81.0,82.1,80.2,81.6,0.5,81.50,5,81.60,5,10.42,0.01
3023,信邦,650727,2128,189926673,295.0,296.5,289.0,292.5,-3.0,292.00,1,292.50,10,21.12,-0.01
3024,憶聲,2418691,1174,51161636,21.55,21.55,20.95,21.0,-0.45,20.95,80,21.00,7,53.85,-0.02
3025,星通,1083696,1160,72899384,67.9,68.8,66.5,66.8,-0.9,66.70,18,66.90,10,19.42,-0.01
3026,禾伸堂,132593,128,11881468,89.4,89.8,89.2,89.8,0.1,89.70,1,89.80,5,21.23,0.0
3027,盛達,2735814,1707,106116259,37.9,39.8,37.05,38.45,0.7,38.45,15,38.70,1,61.03,0.02
3028,增你強,4067771,2335,128984691,31.8,31.9,31.1,31.55,0.0,31.55,7,31.60,5,18.13,0.0
3029,零壹,776572,1304,74705559,96.5,97.6,95.2,96.1,-0.5,96.10,38,96.30,3,19.65,-0.01
